date,iu_id,capacity_mt
2015-03-01,IU_West_1,666106
2015-04-01,IU_West_1,587796
2015-05-01,IU_West_1,589576
2015-06-01,IU_West_1,342706
2015-07-01,IU_West_1,256614
2015-08-01,IU_West_1,303710
2015-09-01,IU_West_1,419692
2015-10-01,IU_West_1,541449
2015-11-01,IU_West_1,442688
2015-12-01,IU_West_1,544632
2016-01-01,IU_West_1,800440
2016-02-01,IU_West_1,704756
2016-03-01,IU_West_1,650560
2016-04-01,IU_West_1,550243
2016-05-01,IU_West_1,555241
2016-06-01,IU_West_1,389705
2016-07-01,IU_West_1,304673
2016-08-01,IU_West_1,260813
2016-09-01,IU_West_1,419552
2016-10-01,IU_West_1,498231
2016-11-01,IU_West_1,581386
2016-12-01,IU_West_1,641634
2017-01-01,IU_West_1,689899
2017-02-01,IU_West_1,814565
2017-03-01,IU_West_1,819329
2017-04-01,IU_West_1,868011
2017-05-01,IU_West_1,704556
2017-06-01,IU_West_1,440951
2017-07-01,IU_West_1,314392
2017-08-01,IU_West_1,350466
2017-09-01,IU_West_1,453753
2017-10-01,IU_West_1,591768
2017-11-01,IU_West_1,622435
2017-12-01,IU_West_1,798444
2018-01-01,IU_West_1,777496
2018-02-01,IU_West_1,897035
2018-03-01,IU_West_1,832039
2018-04-01,IU_West_1,756271
2018-05-01,IU_West_1,708774
2018-06-01,IU_West_1,545797
2018-07-01,IU_West_1,322732
2018-08-01,IU_West_1,302162
2018-09-01,IU_West_1,404002
2018-10-01,IU_West_1,760791
2018-11-01,IU_West_1,662656
2018-12-01,IU_West_1,816862
2019-01-01,IU_West_1,820358
2019-02-01,IU_West_1,1000072
2019-03-01,IU_West_1,920969
2019-04-01,IU_West_1,943461
2019-05-01,IU_West_1,785693
2019-06-01,IU_West_1,531429
2019-07-01,IU_West_1,431899
2019-08-01,IU_West_1,397668
2019-09-01,IU_West_1,626701
2019-10-01,IU_West_1,765755
2019-11-01,IU_West_1,827717
2019-12-01,IU_West_1,851620
2020-01-01,IU_West_1,1080710
2020-02-01,IU_West_1,997684
2020-03-01,IU_West_1,981202
2020-04-01,IU_West_1,150379
2020-05-01,IU_West_1,502887
2020-06-01,IU_West_1,384892
2020-07-01,IU_West_1,351066
2020-08-01,IU_West_1,375715
2020-09-01,IU_West_1,639296
2020-10-01,IU_West_1,671444
2020-11-01,IU_West_1,882230
2020-12-01,IU_West_1,948704
2021-01-01,IU_West_1,859152
2021-02-01,IU_West_1,1179508
2021-03-01,IU_West_1,1165099
2021-04-01,IU_West_1,984487
2021-05-01,IU_West_1,1108699
2021-06-01,IU_West_1,622850
2021-07-01,IU_West_1,470346
2021-08-01,IU_West_1,519412
2021-09-01,IU_West_1,651997
2021-10-01,IU_West_1,894206
2021-11-01,IU_West_1,842993
2021-12-01,IU_West_1,1019228
2022-01-01,IU_West_1,1105302
2022-02-01,IU_West_1,1261126
2022-03-01,IU_West_1,1223892
2022-04-01,IU_West_1,1193973
2022-05-01,IU_West_1,1007906
2022-06-01,IU_West_1,694994
2022-07-01,IU_West_1,463441
2022-08-01,IU_West_1,568752
2022-09-01,IU_West_1,701447
2022-10-01,IU_West_1,913463
2022-11-01,IU_West_1,1202152
2022-12-01,IU_West_1,1175810
2023-01-01,IU_West_1,1334694
2023-02-01,IU_West_1,1279542
2023-03-01,IU_West_1,1317687
2023-04-01,IU_West_1,1383028
2023-05-01,IU_West_1,1031197
2023-06-01,IU_West_1,974562
2023-07-01,IU_West_1,532937
2023-08-01,IU_West_1,638388
2023-09-01,IU_West_1,752530
2023-10-01,IU_West_1,1052060
2023-11-01,IU_West_1,1372217
2023-12-01,IU_West_1,1421515
2024-01-01,IU_West_1,1505648
2024-02-01,IU_West_1,1519348
2024-03-01,IU_West_1,1530766
2024-04-01,IU_West_1,1445722
2024-05-01,IU_West_1,1222648
2024-06-01,IU_West_1,979021
2024-07-01,IU_West_1,719722
2024-08-01,IU_West_1,679203
2024-09-01,IU_West_1,1031918
2024-10-01,IU_West_1,1083081
2024-11-01,IU_West_1,1679782
2024-12-01,IU_West_1,1671406
2025-01-01,IU_West_1,1286297
2025-02-01,IU_West_1,1628773
2025-03-01,IU_West_1,1960830
2025-04-01,IU_West_1,1467306
2025-05-01,IU_West_1,1684154
2025-06-01,IU_West_1,928889
2025-07-01,IU_West_1,702131
2025-08-01,IU_West_1,729645
2025-09-01,IU_West_1,995471
2025-10-01,IU_West_1,1579430
2025-11-01,IU_West_1,1275381
2025-12-01,IU_West_1,1577058
2015-01-01,IU_West_2,600141
2015-02-01,IU_West_2,492263
2015-03-01,IU_West_2,532714
2015-04-01,IU_West_2,496186
2015-05-01,IU_West_2,574425
2015-06-01,IU_West_2,418053
2015-07-01,IU_West_2,202438
2015-08-01,IU_West_2,337954
2015-09-01,IU_West_2,383528
2015-10-01,IU_West_2,406913
2015-11-01,IU_West_2,473014
2015-12-01,IU_West_2,587777
2016-01-01,IU_West_2,674457
2016-02-01,IU_West_2,605327
2016-03-01,IU_West_2,771698
2016-04-01,IU_West_2,797568
2016-05-01,IU_West_2,606662
2016-06-01,IU_West_2,396055
2016-07-01,IU_West_2,299551
2016-08-01,IU_West_2,298715
2016-09-01,IU_West_2,419128
2016-10-01,IU_West_2,527078
2016-11-01,IU_West_2,438427
2016-12-01,IU_West_2,600241
2017-01-01,IU_West_2,682363
2017-02-01,IU_West_2,830672
2017-03-01,IU_West_2,851356
2017-04-01,IU_West_2,636919
2017-05-01,IU_West_2,529310
2017-06-01,IU_West_2,438333
2017-07-01,IU_West_2,330828
2017-08-01,IU_West_2,329269
2017-09-01,IU_West_2,505386
2017-10-01,IU_West_2,572731
2017-11-01,IU_West_2,739937
2017-12-01,IU_West_2,803374
2018-01-01,IU_West_2,745996
2018-02-01,IU_West_2,896872
2018-03-01,IU_West_2,891564
2018-04-01,IU_West_2,808842
2018-05-01,IU_West_2,695287
2018-06-01,IU_West_2,500181
2018-07-01,IU_West_2,398010
2018-08-01,IU_West_2,445944
2018-09-01,IU_West_2,425112
2018-10-01,IU_West_2,632327
2018-11-01,IU_West_2,662482
2018-12-01,IU_West_2,815982
2019-01-01,IU_West_2,797962
2019-02-01,IU_West_2,1057021
2019-03-01,IU_West_2,900010
2019-04-01,IU_West_2,1057012
2019-05-01,IU_West_2,627713
2019-06-01,IU_West_2,507385
2019-07-01,IU_West_2,315895
2019-08-01,IU_West_2,420835
2019-09-01,IU_West_2,572978
2019-10-01,IU_West_2,638391
2019-11-01,IU_West_2,733538
2019-12-01,IU_West_2,898939
2020-01-01,IU_West_2,776701
2020-02-01,IU_West_2,1131704
2020-03-01,IU_West_2,1230223
2020-04-01,IU_West_2,153178
2020-05-01,IU_West_2,609562
2020-06-01,IU_West_2,368330
2020-07-01,IU_West_2,494829
2020-08-01,IU_West_2,491185
2020-09-01,IU_West_2,547497
2020-10-01,IU_West_2,764205
2020-11-01,IU_West_2,1070005
2020-12-01,IU_West_2,972771
2021-01-01,IU_West_2,965786
2021-02-01,IU_West_2,1032669
2021-03-01,IU_West_2,1073769
2021-04-01,IU_West_2,1122914
2021-05-01,IU_West_2,997554
2021-06-01,IU_West_2,714205
2021-07-01,IU_West_2,414497
2021-08-01,IU_West_2,475971
2021-09-01,IU_West_2,651940
2021-10-01,IU_West_2,816800
2021-11-01,IU_West_2,854648
2021-12-01,IU_West_2,987923
2022-01-01,IU_West_2,1433904
2022-02-01,IU_West_2,1131876
2022-03-01,IU_West_2,1317402
2022-04-01,IU_West_2,1245208
2022-05-01,IU_West_2,1031370
2022-06-01,IU_West_2,712833
2022-07-01,IU_West_2,507506
2022-08-01,IU_West_2,564606
2022-09-01,IU_West_2,634855
2022-10-01,IU_West_2,943274
2022-11-01,IU_West_2,1050209
2022-12-01,IU_West_2,1306222
2023-01-01,IU_West_2,1291254
2023-02-01,IU_West_2,1352093
2023-03-01,IU_West_2,1529413
2023-04-01,IU_West_2,1368704
2023-05-01,IU_West_2,1124443
2023-06-01,IU_West_2,877821
2023-07-01,IU_West_2,592294
2023-08-01,IU_West_2,614026
2023-09-01,IU_West_2,743125
2023-10-01,IU_West_2,1120264
2023-11-01,IU_West_2,993809
2023-12-01,IU_West_2,1492012
2024-01-01,IU_West_2,1758695
2024-02-01,IU_West_2,1471072
2024-03-01,IU_West_2,1759958
2024-04-01,IU_West_2,1623648
2024-05-01,IU_West_2,1423585
2024-06-01,IU_West_2,851451
2024-07-01,IU_West_2,600753
2024-08-01,IU_West_2,701737
2024-09-01,IU_West_2,1058202
2024-10-01,IU_West_2,1343409
2024-11-01,IU_West_2,1395702
2024-12-01,IU_West_2,1511383
2025-01-01,IU_West_2,1761521
2025-02-01,IU_West_2,1747998
2025-03-01,IU_West_2,1579496
2025-04-01,IU_West_2,1511799
2025-05-01,IU_West_2,1261836
2025-06-01,IU_West_2,873287
2025-07-01,IU_West_2,807450
2025-08-01,IU_West_2,768990
2025-09-01,IU_West_2,1161332
2025-10-01,IU_West_2,1522356
2025-11-01,IU_West_2,1508421
2025-12-01,IU_West_2,1770073
2015-01-01,IU_West_3,602304
2015-02-01,IU_West_3,701979
2015-03-01,IU_West_3,659609
2015-04-01,IU_West_3,544733
2015-05-01,IU_West_3,521737
2015-06-01,IU_West_3,355043
2015-07-01,IU_West_3,220228
2015-08-01,IU_West_3,275466
2015-09-01,IU_West_3,340960
2015-10-01,IU_West_3,448558
2015-11-01,IU_West_3,600988
2015-12-01,IU_West_3,456656
2016-01-01,IU_West_3,665297
2016-02-01,IU_West_3,590970
2016-03-01,IU_West_3,707934
2016-04-01,IU_West_3,787056
2016-05-01,IU_West_3,613124
2016-06-01,IU_West_3,458048
2016-07-01,IU_West_3,239362
2016-08-01,IU_West_3,304719
2016-09-01,IU_West_3,435535
2016-10-01,IU_West_3,514771
2016-11-01,IU_West_3,488074
2016-12-01,IU_West_3,720984
2017-01-01,IU_West_3,761326
2017-02-01,IU_West_3,719959
2017-03-01,IU_West_3,908696
2017-04-01,IU_West_3,677129
2017-05-01,IU_West_3,706811
2017-06-01,IU_West_3,425947
2017-07-01,IU_West_3,341229
2017-08-01,IU_West_3,349732
2017-09-01,IU_West_3,453235
2017-10-01,IU_West_3,573517
2017-11-01,IU_West_3,603878
2017-12-01,IU_West_3,765720
2018-01-01,IU_West_3,871698
2018-02-01,IU_West_3,845566
2018-03-01,IU_West_3,868753
2018-04-01,IU_West_3,787319
2018-05-01,IU_West_3,681340
2018-06-01,IU_West_3,517387
2018-07-01,IU_West_3,419624
2018-08-01,IU_West_3,428322
2018-09-01,IU_West_3,595880
2018-10-01,IU_West_3,641394
2018-11-01,IU_West_3,778648
2018-12-01,IU_West_3,876713
2019-01-01,IU_West_3,853679
2019-02-01,IU_West_3,926550
2019-03-01,IU_West_3,1279148
2019-04-01,IU_West_3,796509
2019-05-01,IU_West_3,913244
2019-06-01,IU_West_3,561474
2019-07-01,IU_West_3,410862
2019-08-01,IU_West_3,404356
2019-09-01,IU_West_3,490096
2019-10-01,IU_West_3,818157
2019-11-01,IU_West_3,778682
2019-12-01,IU_West_3,765415
2020-01-01,IU_West_3,872838
2020-02-01,IU_West_3,1007013
2020-03-01,IU_West_3,1243505
2020-04-01,IU_West_3,125160
2020-05-01,IU_West_3,572083
2020-06-01,IU_West_3,477413
2020-07-01,IU_West_3,416787
2020-08-01,IU_West_3,460225
2020-09-01,IU_West_3,524187
2020-10-01,IU_West_3,657702
2020-11-01,IU_West_3,996373
2020-12-01,IU_West_3,1115044
2021-01-01,IU_West_3,1223929
2021-02-01,IU_West_3,1171937
2021-03-01,IU_West_3,1365587
2021-04-01,IU_West_3,1004395
2021-05-01,IU_West_3,875208
2021-06-01,IU_West_3,668335
2021-07-01,IU_West_3,551676
2021-08-01,IU_West_3,519843
2021-09-01,IU_West_3,551599
2021-10-01,IU_West_3,692888
2021-11-01,IU_West_3,930119
2021-12-01,IU_West_3,1064874
2022-01-01,IU_West_3,1238304
2022-02-01,IU_West_3,1224227
2022-03-01,IU_West_3,1267363
2022-04-01,IU_West_3,1101417
2022-05-01,IU_West_3,1101811
2022-06-01,IU_West_3,633856
2022-07-01,IU_West_3,525382
2022-08-01,IU_West_3,496182
2022-09-01,IU_West_3,676912
2022-10-01,IU_West_3,853989
2022-11-01,IU_West_3,946324
2022-12-01,IU_West_3,1116377
2023-01-01,IU_West_3,1521081
2023-02-01,IU_West_3,1169732
2023-03-01,IU_West_3,1598564
2023-04-01,IU_West_3,1251302
2023-05-01,IU_West_3,1253229
2023-06-01,IU_West_3,722648
2023-07-01,IU_West_3,594779
2023-08-01,IU_West_3,613996
2023-09-01,IU_West_3,698215
2023-10-01,IU_West_3,939195
2023-11-01,IU_West_3,1165753
2023-12-01,IU_West_3,1539614
2024-01-01,IU_West_3,1328166
2024-02-01,IU_West_3,1624431
2024-03-01,IU_West_3,1813478
2024-04-01,IU_West_3,1608636
2024-05-01,IU_West_3,1289215
2024-06-01,IU_West_3,764112
2024-07-01,IU_West_3,730443
2024-08-01,IU_West_3,702459
2024-09-01,IU_West_3,755028
2024-10-01,IU_West_3,1383184
2024-11-01,IU_West_3,1292759
2024-12-01,IU_West_3,1491054
2025-01-01,IU_West_3,1744361
2025-02-01,IU_West_3,2024103
2025-03-01,IU_West_3,1773347
2025-04-01,IU_West_3,1496177
2025-05-01,IU_West_3,1500891
2025-06-01,IU_West_3,979119
2025-07-01,IU_West_3,655323
2025-08-01,IU_West_3,692693
2025-09-01,IU_West_3,1125801
2025-10-01,IU_West_3,1283541
2025-11-01,IU_West_3,1428784
2025-12-01,IU_West_3,1586078
