Date,Supplying_IU,Receiving_GU,Mode,Units_Dispatched,Unit_Type,Quantity_MT,Total_Cost_INR
2020-08-01,IU_Central_3,GU_Central_3,road,8894,Trucks (30 MT),266820.0,18732695.27
2020-08-01,IU_East_1,GU_East_3,road,6749,Trucks (30 MT),202470.0,53790320.6
2020-08-01,IU_East_2,GU_East_1,road,10499,Trucks (30 MT),314970.0,31159472.15
2020-08-01,IU_East_2,GU_East_3,road,3552,Trucks (30 MT),106560.0,17768047.82
2020-08-01,IU_East_3,GU_East_2,road,8040,Trucks (30 MT),241200.0,21744777.26
2020-08-01,IU_North_1,GU_North_2,road,1740,Trucks (30 MT),52200.0,7246344.34
2020-08-01,IU_North_1,GU_North_3,road,15782,Trucks (30 MT),473460.0,32484857.15
2020-08-01,IU_North_2,GU_North_2,road,12211,Trucks (30 MT),366330.0,79787406.66
2020-08-01,IU_North_3,GU_North_1,road,14509,Trucks (30 MT),435270.0,24308378.6
2020-08-01,IU_South_1,GU_South_2,road,13924,Trucks (30 MT),417720.0,18995876.67
2020-08-01,IU_South_2,GU_South_1,road,4223,Trucks (30 MT),126690.0,6165543.8
2020-08-01,IU_South_2,GU_South_3,road,15420,Trucks (30 MT),462600.0,24358401.26
2020-08-01,IU_South_3,GU_South_1,road,10294,Trucks (30 MT),308820.0,59377468.45
2020-08-01,IU_West_1,GU_West_2,road,12523,Trucks (30 MT),375690.0,33569654.72
2020-08-01,IU_West_2,GU_West_3,road,12265,Trucks (30 MT),367950.0,71333625.47
2020-08-01,IU_West_3,GU_West_1,road,10047,Trucks (30 MT),301410.0,20680228.1
2020-08-01,IU_West_3,GU_West_2,road,1069,Trucks (30 MT),32070.0,4861292.77
2020-09-01,IU_Central_1,GU_Central_2,road,4053,Trucks (30 MT),121590.0,28255512.66
2020-09-01,IU_Central_2,GU_Central_1,road,8514,Trucks (30 MT),255420.0,26905042.75
2020-09-01,IU_Central_2,GU_Central_2,road,8689,Trucks (30 MT),260670.0,41082287.12
2020-09-01,IU_Central_3,GU_Central_1,road,3446,Trucks (30 MT),103380.0,13882270.07
2020-09-01,IU_Central_3,GU_Central_3,road,12474,Trucks (30 MT),374220.0,26479949.76
2020-09-01,IU_East_1,GU_East_3,road,5545,Trucks (30 MT),166350.0,44542493.87
2020-09-01,IU_East_2,GU_East_1,road,12496,Trucks (30 MT),374880.0,37378463.63
2020-09-01,IU_East_2,GU_East_3,road,6967,Trucks (30 MT),209010.0,35125364.65
2020-09-01,IU_East_3,GU_East_2,road,14396,Trucks (30 MT),431880.0,39241809.61
2020-09-01,IU_North_1,GU_North_2,road,4158,Trucks (30 MT),124740.0,17452694.16
2020-09-01,IU_North_1,GU_North_3,road,18410,Trucks (30 MT),552300.0,38192754.8
2020-09-01,IU_North_2,GU_North_2,road,12126,Trucks (30 MT),363780.0,79856258.04
2020-09-01,IU_North_3,GU_North_1,road,17703,Trucks (30 MT),531090.0,29893285.8
2020-09-01,IU_South_1,GU_South_2,road,20255,Trucks (30 MT),607650.0,27850682.87
2020-09-01,IU_South_2,GU_South_1,road,2814,Trucks (30 MT),84420.0,4140784.92
2020-09-01,IU_South_2,GU_South_3,road,16325,Trucks (30 MT),489750.0,25991172.43
2020-09-01,IU_South_3,GU_South_1,road,16847,Trucks (30 MT),505410.0,97941863.6
2020-09-01,IU_West_1,GU_West_2,road,15651,Trucks (30 MT),469530.0,42285245.76
2020-09-01,IU_West_2,GU_West_3,road,14102,Trucks (30 MT),423060.0,82663869.14
2020-09-01,IU_West_3,GU_West_1,road,13367,Trucks (30 MT),401010.0,27730719.9
2020-10-01,IU_Central_1,GU_Central_2,road,2123,Trucks (30 MT),63690.0,15298356.2
2020-10-01,IU_Central_2,GU_Central_1,road,9014,Trucks (30 MT),270420.0,29443252.34
2020-10-01,IU_Central_2,GU_Central_2,road,14546,Trucks (30 MT),436380.0,71088047.52
2020-10-01,IU_Central_3,GU_Central_1,road,5679,Trucks (30 MT),170370.0,23647502.03
2020-10-01,IU_Central_3,GU_Central_3,road,16000,Trucks (30 MT),480000.0,35107474.29
2020-10-01,IU_East_1,GU_East_3,road,14651,Trucks (30 MT),439530.0,121648969.26
2020-10-01,IU_East_2,GU_East_1,road,18000,Trucks (30 MT),540000.0,55653325.71
2020-10-01,IU_East_2,GU_East_3,road,3205,Trucks (30 MT),96150.0,16702106.61
2020-10-01,IU_East_3,GU_East_2,road,14955,Trucks (30 MT),448650.0,42136823.44
2020-10-01,IU_North_1,GU_North_2,road,2681,Trucks (30 MT),80430.0,11631694.68
2020-10-01,IU_North_1,GU_North_3,road,22476,Trucks (30 MT),674280.0,48196378.49
2020-10-01,IU_North_2,GU_North_2,road,19406,Trucks (30 MT),582180.0,132097806.36
2020-10-01,IU_North_3,GU_North_1,road,19737,Trucks (30 MT),592110.0,34448959.8
2020-10-01,IU_South_1,GU_South_2,road,20760,Trucks (30 MT),622800.0,29505238.97
2020-10-01,IU_South_2,GU_South_1,road,7452,Trucks (30 MT),223560.0,11334428.13
2020-10-01,IU_South_2,GU_South_3,road,21239,Trucks (30 MT),637170.0,34952233.42
2020-10-01,IU_South_3,GU_South_1,road,9687,Trucks (30 MT),290610.0,58210760.6
2020-10-01,IU_West_1,GU_West_2,road,19251,Trucks (30 MT),577530.0,53761112.64
2020-10-01,IU_West_2,GU_West_3,road,18514,Trucks (30 MT),555420.0,112176907.87
2020-10-01,IU_West_3,GU_West_1,road,19051,Trucks (30 MT),571530.0,40851984.63
2020-11-01,IU_Central_1,GU_Central_2,road,9871,Trucks (30 MT),296130.0,70780033.7
2020-11-01,IU_Central_2,GU_Central_1,road,18694,Trucks (30 MT),560820.0,60761054.79
2020-11-01,IU_Central_2,GU_Central_2,road,5734,Trucks (30 MT),172020.0,27884671.36
2020-11-01,IU_Central_3,GU_Central_1,road,1438,Trucks (30 MT),43140.0,5958365.33
2020-11-01,IU_Central_3,GU_Central_3,road,21057,Trucks (30 MT),631710.0,45975974.13
2020-11-01,IU_East_1,GU_East_3,road,16231,Trucks (30 MT),486930.0,134103860.95
2020-11-01,IU_East_2,GU_East_1,road,18737,Trucks (30 MT),562110.0,57646575.41
2020-11-01,IU_East_2,GU_East_3,road,1729,Trucks (30 MT),51870.0,8965882.64
2020-11-01,IU_East_3,GU_East_2,road,15836,Trucks (30 MT),475080.0,44399257.46
2020-11-01,IU_North_1,GU_North_2,road,12016,Trucks (30 MT),360480.0,51875337.87
2020-11-01,IU_North_1,GU_North_3,road,25767,Trucks (30 MT),773010.0,54981182.88
2020-11-01,IU_North_2,GU_North_2,road,11262,Trucks (30 MT),337860.0,76283382.24
2020-11-01,IU_North_3,GU_North_1,road,24494,Trucks (30 MT),734820.0,42541179.2
2020-11-01,IU_South_1,GU_South_2,road,25228,Trucks (30 MT),756840.0,35678735.04
2020-11-01,IU_South_2,GU_South_1,road,9690,Trucks (30 MT),290700.0,14665787.31
2020-11-01,IU_South_2,GU_South_3,road,25841,Trucks (30 MT),775230.0,42316040.3
2020-11-01,IU_South_3,GU_South_1,road,14973,Trucks (30 MT),449190.0,89531866.32
2020-11-01,IU_West_1,GU_West_2,road,21481,Trucks (30 MT),644430.0,59693121.28
2020-11-01,IU_West_2,GU_West_3,road,19031,Trucks (30 MT),570930.0,114741270.21
2020-11-01,IU_West_3,GU_West_1,road,17122,Trucks (30 MT),513660.0,36534630.08
2020-12-01,IU_Central_2,GU_Central_1,road,9861,Trucks (30 MT),295830.0,31202288.9
2020-12-01,IU_Central_2,GU_Central_2,road,20296,Trucks (30 MT),608880.0,96086135.04
2020-12-01,IU_Central_3,GU_Central_1,road,9284,Trucks (30 MT),278520.0,37449480.89
2020-12-01,IU_Central_3,GU_Central_3,road,18484,Trucks (30 MT),554520.0,39289167.91
2020-12-01,IU_East_1,GU_East_3,road,12211,Trucks (30 MT),366330.0,98217678.29
2020-12-01,IU_East_2,GU_East_1,road,18079,Trucks (30 MT),542370.0,54148981.1
2020-12-01,IU_East_2,GU_East_3,road,10183,Trucks (30 MT),305490.0,51406286.11
2020-12-01,IU_East_3,GU_East_2,road,21034,Trucks (30 MT),631020.0,57410920.77
2020-12-01,IU_North_1,GU_North_2,road,19237,Trucks (30 MT),577110.0,80850143.01
2020-12-01,IU_North_1,GU_North_3,road,26167,Trucks (30 MT),785010.0,54355886.71
2020-12-01,IU_North_2,GU_North_2,road,9157,Trucks (30 MT),274710.0,60382356.84
2020-12-01,IU_North_3,GU_North_1,road,26753,Trucks (30 MT),802590.0,45233972.4
2020-12-01,IU_South_1,GU_South_2,road,25100,Trucks (30 MT),753000.0,34557536.57
2020-12-01,IU_South_2,GU_South_1,road,16960,Trucks (30 MT),508800.0,24989057.83
2020-12-01,IU_South_2,GU_South_3,road,25926,Trucks (30 MT),777780.0,41330784.75
2020-12-01,IU_South_3,GU_South_1,road,10755,Trucks (30 MT),322650.0,62606821.63
2020-12-01,IU_West_1,GU_West_2,road,22450,Trucks (30 MT),673500.0,60733536.0
2020-12-01,IU_West_2,GU_West_3,road,22587,Trucks (30 MT),677610.0,132574202.9
2020-12-01,IU_West_3,GU_West_1,road,20493,Trucks (30 MT),614790.0,42569464.83
2021-01-01,IU_Central_2,GU_Central_1,road,8673,Trucks (30 MT),260190.0,28498214.22
2021-01-01,IU_Central_2,GU_Central_2,road,22450,Trucks (30 MT),673500.0,110369588.0
2021-01-01,IU_Central_3,GU_Central_1,road,13615,Trucks (30 MT),408450.0,57031017.7
2021-01-01,IU_Central_3,GU_Central_3,road,23015,Trucks (30 MT),690450.0,50800812.23
2021-01-01,IU_East_1,GU_East_3,road,20119,Trucks (30 MT),603570.0,168045786.95
2021-01-01,IU_East_2,GU_East_1,road,22733,Trucks (30 MT),681990.0,70705865.34
2021-01-01,IU_East_2,GU_East_3,road,6301,Trucks (30 MT),189030.0,33031840.32
2021-01-01,IU_East_3,GU_East_2,road,19298,Trucks (30 MT),578940.0,54697534.42
2021-01-01,IU_North_1,GU_North_2,road,15233,Trucks (30 MT),456990.0,66483166.34
2021-01-01,IU_North_1,GU_North_3,road,27416,Trucks (30 MT),822480.0,59139758.58
2021-01-01,IU_North_2,GU_North_2,road,13420,Trucks (30 MT),402600.0,91895060.4
2021-01-01,IU_North_3,GU_North_1,road,29960,Trucks (30 MT),898800.0,52603768.0
2021-01-01,IU_South_1,GU_South_2,road,29507,Trucks (30 MT),885210.0,42186832.35
2021-01-01,IU_South_2,GU_South_1,road,8275,Trucks (30 MT),248250.0,12661199.21
2021-01-01,IU_South_2,GU_South_3,road,38214,Trucks (30 MT),1146420.0,63262075.99
2021-01-01,IU_South_3,GU_South_1,road,24232,Trucks (30 MT),726960.0,146481678.42
2021-01-01,IU_West_1,GU_West_2,road,26570,Trucks (30 MT),797100.0,74642569.6
2021-01-01,IU_West_2,GU_West_3,road,22387,Trucks (30 MT),671610.0,136451771.25
2021-01-01,IU_West_3,GU_West_1,road,24627,Trucks (30 MT),738810.0,53123534.97
2021-02-01,IU_Central_1,GU_Central_2,road,1905,Trucks (30 MT),57150.0,13526104.16
2021-02-01,IU_Central_2,GU_Central_1,road,10004,Trucks (30 MT),300120.0,32197702.5
2021-02-01,IU_Central_2,GU_Central_2,road,24910,Trucks (30 MT),747300.0,119952610.4
2021-02-01,IU_Central_3,GU_Central_1,road,15566,Trucks (30 MT),466980.0,63866541.94
2021-02-01,IU_Central_3,GU_Central_3,road,22593,Trucks (30 MT),677790.0,48846840.62
2021-02-01,IU_East_1,GU_East_3,road,13193,Trucks (30 MT),395790.0,107936343.23
2021-02-01,IU_East_2,GU_East_1,road,29151,Trucks (30 MT),874530.0,88808604.79
2021-02-01,IU_East_2,GU_East_3,road,13223,Trucks (30 MT),396690.0,67897875.98
2021-02-01,IU_East_3,GU_East_2,road,27315,Trucks (30 MT),819450.0,75833229.73
2021-02-01,IU_North_1,GU_North_2,road,11812,Trucks (30 MT),354360.0,50495490.03
2021-02-01,IU_North_1,GU_North_3,road,36776,Trucks (30 MT),1103280.0,77703905.33
2021-02-01,IU_North_2,GU_North_2,road,19705,Trucks (30 MT),591150.0,132165770.1
2021-02-01,IU_North_3,GU_North_1,road,29652,Trucks (30 MT),889560.0,50995509.6
2021-02-01,IU_South_1,GU_South_2,road,36989,Trucks (30 MT),1109670.0,51799712.65
2021-02-01,IU_South_2,GU_South_1,road,13752,Trucks (30 MT),412560.0,20609886.65
2021-02-01,IU_South_2,GU_South_3,road,37117,Trucks (30 MT),1113510.0,60186169.94
2021-02-01,IU_South_3,GU_South_1,road,19075,Trucks (30 MT),572250.0,112943565.5
2021-02-01,IU_West_1,GU_West_2,road,29939,Trucks (30 MT),898170.0,82382547.52
2021-02-01,IU_West_2,GU_West_3,road,25475,Trucks (30 MT),764250.0,152089898.79
2021-02-01,IU_West_3,GU_West_1,road,26386,Trucks (30 MT),791580.0,55750904.01
2021-03-01,IU_Central_1,GU_Central_2,road,3172,Trucks (30 MT),95160.0,23331528.18
2021-03-01,IU_Central_2,GU_Central_1,road,13274,Trucks (30 MT),398220.0,44257336.43
2021-03-01,IU_Central_2,GU_Central_2,road,24723,Trucks (30 MT),741690.0,123330191.04
2021-03-01,IU_Central_3,GU_Central_1,road,11791,Trucks (30 MT),353730.0,50116331.65
2021-03-01,IU_Central_3,GU_Central_3,road,23923,Trucks (30 MT),717690.0,53580958.26
2021-03-01,IU_East_1,GU_East_3,road,13122,Trucks (30 MT),393660.0,111213224.02
2021-03-01,IU_East_2,GU_East_1,road,28894,Trucks (30 MT),866820.0,91188803.57
2021-03-01,IU_East_2,GU_East_3,road,11355,Trucks (30 MT),340650.0,60401203.03
2021-03-01,IU_East_3,GU_East_2,road,27402,Trucks (30 MT),822060.0,78808465.17
2021-03-01,IU_North_1,GU_North_2,road,7735,Trucks (30 MT),232050.0,34254823.2
2021-03-01,IU_North_1,GU_North_3,road,34922,Trucks (30 MT),1047660.0,76438071.82
2021-03-01,IU_North_2,GU_North_2,road,25139,Trucks (30 MT),754170.0,174671805.36
2021-03-01,IU_North_3,GU_North_1,road,32235,Trucks (30 MT),967050.0,57429876.0
2021-03-01,IU_South_1,GU_South_2,road,37792,Trucks (30 MT),1133760.0,54826042.15
2021-03-01,IU_South_2,GU_South_1,road,11803,Trucks (30 MT),354090.0,18324595.9
2021-03-01,IU_South_2,GU_South_3,road,35334,Trucks (30 MT),1060020.0,59353851.29
2021-03-01,IU_South_3,GU_South_1,road,27342,Trucks (30 MT),820260.0,167710203.36
2021-03-01,IU_West_1,GU_West_2,road,30836,Trucks (30 MT),925080.0,87899868.16
2021-03-01,IU_West_2,GU_West_3,road,27868,Trucks (30 MT),836040.0,172355139.98
2021-03-01,IU_West_3,GU_West_1,road,26145,Trucks (30 MT),784350.0,57226773.6
2021-04-01,IU_Central_1,GU_Central_2,road,5651,Trucks (30 MT),169530.0,41589051.16
2021-04-01,IU_Central_2,GU_Central_1,road,18587,Trucks (30 MT),557610.0,62006391.32
2021-04-01,IU_Central_2,GU_Central_2,road,13973,Trucks (30 MT),419190.0,69743155.44
2021-04-01,IU_Central_3,GU_Central_1,road,7800,Trucks (30 MT),234000.0,33171639.43
2021-04-01,IU_Central_3,GU_Central_3,road,24690,Trucks (30 MT),740700.0,55329866.74
2021-04-01,IU_East_1,GU_East_3,road,14563,Trucks (30 MT),436890.0,123495446.65
2021-04-01,IU_East_2,GU_East_1,road,25522,Trucks (30 MT),765660.0,80592059.04
2021-04-01,IU_East_2,GU_East_3,road,8549,Trucks (30 MT),256470.0,45500635.81
2021-04-01,IU_East_3,GU_East_2,road,25581,Trucks (30 MT),767430.0,73612543.4
2021-04-01,IU_North_1,GU_North_2,road,17472,Trucks (30 MT),524160.0,77419031.04
2021-04-01,IU_North_1,GU_North_3,road,31957,Trucks (30 MT),958710.0,69987473.5
2021-04-01,IU_North_2,GU_North_2,road,14808,Trucks (30 MT),444240.0,102947289.12
2021-04-01,IU_North_3,GU_North_1,road,30057,Trucks (30 MT),901710.0,53579608.2
2021-04-01,IU_South_1,GU_South_2,road,30916,Trucks (30 MT),927480.0,44875987.3
2021-04-01,IU_South_2,GU_South_1,road,9822,Trucks (30 MT),294660.0,15257578.99
2021-04-01,IU_South_2,GU_South_3,road,36504,Trucks (30 MT),1095120.0,61353628.66
2021-04-01,IU_South_3,GU_South_1,road,23400,Trucks (30 MT),702000.0,143611349.14
2021-04-01,IU_West_1,GU_West_2,road,23701,Trucks (30 MT),711030.0,67599044.16
2021-04-01,IU_West_2,GU_West_3,road,20703,Trucks (30 MT),621090.0,128113653.93
2021-04-01,IU_West_3,GU_West_1,road,24296,Trucks (30 MT),728880.0,53209489.51
2021-05-01,IU_Central_1,GU_Central_2,road,5995,Trucks (30 MT),179850.0,43650485.69
2021-05-01,IU_Central_2,GU_Central_1,road,14005,Trucks (30 MT),420150.0,46222822.26
2021-05-01,IU_Central_2,GU_Central_2,road,15395,Trucks (30 MT),461850.0,76021741.6
2021-05-01,IU_Central_3,GU_Central_1,road,7855,Trucks (30 MT),235650.0,33049486.09
2021-05-01,IU_Central_3,GU_Central_3,road,18769,Trucks (30 MT),563070.0,41612696.27
2021-05-01,IU_East_1,GU_East_3,road,14801,Trucks (30 MT),444030.0,124175907.41
2021-05-01,IU_East_2,GU_East_1,road,20254,Trucks (30 MT),607620.0,63275347.79
2021-05-01,IU_East_2,GU_East_3,road,6826,Trucks (30 MT),204780.0,35943024.61
2021-05-01,IU_East_3,GU_East_2,road,20844,Trucks (30 MT),625320.0,59341915.13
2021-05-01,IU_North_1,GU_North_2,road,11812,Trucks (30 MT),354360.0,51781513.1
2021-05-01,IU_North_1,GU_North_3,road,25810,Trucks (30 MT),774300.0,55922748.23
2021-05-01,IU_North_2,GU_North_2,road,14689,Trucks (30 MT),440670.0,101031529.56
2021-05-01,IU_North_3,GU_North_1,road,24992,Trucks (30 MT),749760.0,44075891.2
2021-05-01,IU_South_1,GU_South_2,road,29649,Trucks (30 MT),889470.0,42578166.5
2021-05-01,IU_South_2,GU_South_1,road,11108,Trucks (30 MT),333240.0,17071345.67
2021-05-01,IU_South_2,GU_South_3,road,27738,Trucks (30 MT),832140.0,46123380.41
2021-05-01,IU_South_3,GU_South_1,road,19978,Trucks (30 MT),599340.0,121302877.04
2021-05-01,IU_South_3,GU_South_2,road,467,Trucks (30 MT),14010.0,3506187.97
2021-05-01,IU_West_1,GU_West_2,road,17953,Trucks (30 MT),538590.0,50659057.28
2021-05-01,IU_West_2,GU_West_3,road,20225,Trucks (30 MT),606750.0,123821726.14
2021-05-01,IU_West_3,GU_West_1,road,20710,Trucks (30 MT),621300.0,44872534.51
2021-06-01,IU_Central_2,GU_Central_1,road,7866,Trucks (30 MT),235980.0,26523680.04
2021-06-01,IU_Central_2,GU_Central_2,road,13724,Trucks (30 MT),411720.0,69238128.96
2021-06-01,IU_Central_3,GU_Central_1,road,5388,Trucks (30 MT),161640.0,23160749.04
2021-06-01,IU_Central_3,GU_Central_3,road,14518,Trucks (30 MT),435540.0,32885012.16
2021-06-01,IU_East_1,GU_East_3,road,12871,Trucks (30 MT),386130.0,110322746.82
2021-06-01,IU_East_2,GU_East_1,road,15114,Trucks (30 MT),453420.0,48240260.64
2021-06-01,IU_East_2,GU_East_3,road,2396,Trucks (30 MT),71880.0,12889665.36
2021-06-01,IU_East_3,GU_East_2,road,14154,Trucks (30 MT),424620.0,41168607.48
2021-06-01,IU_North_1,GU_North_2,road,6755,Trucks (30 MT),202650.0,30254023.8
2021-06-01,IU_North_1,GU_North_3,road,19300,Trucks (30 MT),579000.0,42723252.0
2021-06-01,IU_North_2,GU_North_2,road,11177,Trucks (30 MT),335310.0,78541002.54
2021-06-01,IU_North_3,GU_North_1,road,16844,Trucks (30 MT),505320.0,30349519.2
2021-06-01,IU_South_1,GU_South_2,road,18638,Trucks (30 MT),559140.0,27345300.84
2021-06-01,IU_South_2,GU_South_1,road,2445,Trucks (30 MT),73350.0,3838992.3
2021-06-01,IU_South_2,GU_South_3,road,21446,Trucks (30 MT),643380.0,36433322.64
2021-06-01,IU_South_3,GU_South_1,road,19111,Trucks (30 MT),573330.0,118552030.74
2021-06-01,IU_West_1,GU_West_2,road,14411,Trucks (30 MT),432330.0,41545183.68
2021-06-01,IU_West_2,GU_West_3,road,15723,Trucks (30 MT),471690.0,98344534.86
2021-06-01,IU_West_3,GU_West_1,road,14337,Trucks (30 MT),430110.0,31736956.68
2021-07-01,IU_Central_1,GU_Central_2,road,3052,Trucks (30 MT),91560.0,23411543.2
2021-07-01,IU_Central_2,GU_Central_1,road,5583,Trucks (30 MT),167490.0,19412729.06
2021-07-01,IU_Central_2,GU_Central_2,road,9884,Trucks (30 MT),296520.0,51420521.6
2021-07-01,IU_Central_3,GU_Central_1,road,4886,Trucks (30 MT),146580.0,21657962.8
2021-07-01,IU_Central_3,GU_Central_3,road,10110,Trucks (30 MT),303300.0,23614649.14
2021-07-01,IU_East_1,GU_East_3,road,9118,Trucks (30 MT),273540.0,80591917.89
2021-07-01,IU_East_2,GU_East_1,road,10419,Trucks (30 MT),312570.0,34292203.54
2021-07-01,IU_East_2,GU_East_3,road,3775,Trucks (30 MT),113250.0,20941650.71
2021-07-01,IU_East_3,GU_East_2,road,12087,Trucks (30 MT),362610.0,36253057.11
2021-07-01,IU_North_1,GU_North_2,road,2420,Trucks (30 MT),72600.0,11176666.29
2021-07-01,IU_North_1,GU_North_3,road,15254,Trucks (30 MT),457620.0,34820087.89
2021-07-01,IU_North_2,GU_North_2,road,12488,Trucks (30 MT),374640.0,90490545.6
2021-07-01,IU_North_3,GU_North_1,road,14616,Trucks (30 MT),438480.0,27156528.0
2021-07-01,IU_South_1,GU_South_2,road,14551,Trucks (30 MT),436530.0,22014831.51
2021-07-01,IU_South_2,GU_South_1,road,5099,Trucks (30 MT),152970.0,8255863.74
2021-07-01,IU_South_2,GU_South_3,road,14878,Trucks (30 MT),446340.0,26063705.49
2021-07-01,IU_South_3,GU_South_1,road,9603,Trucks (30 MT),288090.0,61428744.77
2021-07-01,IU_West_1,GU_West_2,road,13331,Trucks (30 MT),399930.0,39630396.8
2021-07-01,IU_West_2,GU_West_3,road,13816,Trucks (30 MT),414480.0,89112015.77
2021-07-01,IU_West_3,GU_West_1,road,10676,Trucks (30 MT),320280.0,24369952.69
2021-07-01,IU_West_3,GU_West_3,road,1993,Trucks (30 MT),59790.0,14864875.91
2021-08-01,IU_Central_1,GU_Central_2,road,6250,Trucks (30 MT),187500.0,45806500.0
2021-08-01,IU_Central_2,GU_Central_1,road,8072,Trucks (30 MT),242160.0,26816475.52
2021-08-01,IU_Central_2,GU_Central_2,road,5456,Trucks (30 MT),163680.0,27119375.36
2021-08-01,IU_Central_3,GU_Central_1,road,3972,Trucks (30 MT),119160.0,16821896.64
2021-08-01,IU_Central_3,GU_Central_3,road,10938,Trucks (30 MT),328140.0,24410115.84
2021-08-01,IU_East_1,GU_East_1,road,295,Trucks (30 MT),8850.0,2453833.6
2021-08-01,IU_East_1,GU_East_3,road,13782,Trucks (30 MT),413460.0,116387336.16
2021-08-01,IU_East_2,GU_East_1,road,11322,Trucks (30 MT),339660.0,35603614.08
2021-08-01,IU_East_2,GU_East_2,road,1699,Trucks (30 MT),50970.0,4179404.08
2021-08-01,IU_East_3,GU_East_2,road,10718,Trucks (30 MT),321540.0,30714358.24
2021-08-01,IU_North_1,GU_North_3,road,16424,Trucks (30 MT),492720.0,35820087.04
2021-08-01,IU_North_2,GU_North_2,road,15925,Trucks (30 MT),477750.0,110253234.0
2021-08-01,IU_North_3,GU_North_1,road,16657,Trucks (30 MT),499710.0,29569506.4
2021-08-01,IU_North_3,GU_North_3,road,1381,Trucks (30 MT),41430.0,6584166.08
2021-08-01,IU_South_1,GU_South_2,road,16461,Trucks (30 MT),493830.0,23794704.72
2021-08-01,IU_South_2,GU_South_1,road,6031,Trucks (30 MT),180930.0,9329715.76
2021-08-01,IU_South_2,GU_South_3,road,13830,Trucks (30 MT),414900.0,23148100.8
2021-08-01,IU_South_3,GU_South_1,road,10808,Trucks (30 MT),324240.0,66055902.08
2021-08-01,IU_West_1,GU_West_2,road,12778,Trucks (30 MT),383340.0,36293608.96
2021-08-01,IU_West_2,GU_West_3,road,14116,Trucks (30 MT),423480.0,86989567.68
2021-08-01,IU_West_3,GU_West_1,road,11609,Trucks (30 MT),348270.0,25318764.64
2021-09-01,IU_Central_2,GU_Central_1,road,10540,Trucks (30 MT),316200.0,35323274.17
2021-09-01,IU_Central_2,GU_Central_2,road,13796,Trucks (30 MT),413880.0,69176455.04
2021-09-01,IU_Central_3,GU_Central_1,road,4915,Trucks (30 MT),147450.0,20998537.06
2021-09-01,IU_Central_3,GU_Central_3,road,11293,Trucks (30 MT),338790.0,25423834.1
2021-09-01,IU_East_1,GU_East_3,road,7557,Trucks (30 MT),226710.0,64378773.93
2021-09-01,IU_East_2,GU_East_1,road,15625,Trucks (30 MT),468750.0,49566785.71
2021-09-01,IU_East_2,GU_East_3,road,4358,Trucks (30 MT),130740.0,23301429.11
2021-09-01,IU_East_3,GU_East_2,road,11736,Trucks (30 MT),352080.0,33927166.49
2021-09-01,IU_North_1,GU_North_2,road,6881,Trucks (30 MT),206430.0,30630201.36
2021-09-01,IU_North_1,GU_North_3,road,16807,Trucks (30 MT),504210.0,36977512.88
2021-09-01,IU_North_2,GU_North_2,road,11696,Trucks (30 MT),350880.0,81686267.52
2021-09-01,IU_North_3,GU_North_1,road,18598,Trucks (30 MT),557940.0,33305298.4
2021-09-01,IU_South_1,GU_South_2,road,19246,Trucks (30 MT),577380.0,28064957.11
2021-09-01,IU_South_2,GU_South_1,road,8178,Trucks (30 MT),245340.0,12762212.95
2021-09-01,IU_South_2,GU_South_3,road,19052,Trucks (30 MT),571560.0,32168703.22
2021-09-01,IU_South_3,GU_South_1,road,11545,Trucks (30 MT),346350.0,71180334.66
2021-09-01,IU_West_1,GU_West_2,road,17827,Trucks (30 MT),534810.0,51079346.56
2021-09-01,IU_West_2,GU_West_3,road,15911,Trucks (30 MT),477330.0,98912868.12
2021-09-01,IU_West_3,GU_West_1,road,15730,Trucks (30 MT),471900.0,34607977.49
2021-10-01,IU_Central_2,GU_Central_1,road,13752,Trucks (30 MT),412560.0,47966543.79
2021-10-01,IU_Central_2,GU_Central_2,road,13827,Trucks (30 MT),414810.0,72158135.28
2021-10-01,IU_Central_3,GU_Central_1,road,9579,Trucks (30 MT),287370.0,42592968.76
2021-10-01,IU_Central_3,GU_Central_3,road,16745,Trucks (30 MT),502350.0,39234587.54
2021-10-01,IU_East_1,GU_East_3,road,12537,Trucks (30 MT),376110.0,111157591.14
2021-10-01,IU_East_2,GU_East_1,road,17248,Trucks (30 MT),517440.0,56945799.68
2021-10-01,IU_East_2,GU_East_3,road,4727,Trucks (30 MT),141810.0,26304688.05
2021-10-01,IU_East_3,GU_East_2,road,14112,Trucks (30 MT),423360.0,42458855.04
2021-10-01,IU_North_1,GU_North_2,road,6429,Trucks (30 MT),192870.0,29784748.78
2021-10-01,IU_North_1,GU_North_3,road,24420,Trucks (30 MT),732600.0,55917195.09
2021-10-01,IU_North_2,GU_North_2,road,18013,Trucks (30 MT),540390.0,130933254.66
2021-10-01,IU_North_3,GU_North_1,road,23511,Trucks (30 MT),705330.0,43819801.8
2021-10-01,IU_South_1,GU_South_2,road,22055,Trucks (30 MT),661650.0,33472117.33
2021-10-01,IU_South_2,GU_South_1,road,7315,Trucks (30 MT),219450.0,11880793.1
2021-10-01,IU_South_2,GU_South_3,road,21877,Trucks (30 MT),656310.0,38444389.59
2021-10-01,IU_South_3,GU_South_1,road,18318,Trucks (30 MT),549540.0,117542890.06
2021-10-01,IU_West_1,GU_West_2,road,19372,Trucks (30 MT),581160.0,57768853.76
