date,gu_id,demand_mt
2016-12-01,GU_West_1,500470
2017-01-01,GU_West_1,538878
2017-02-01,GU_West_1,519957
2017-03-01,GU_West_1,631595
2017-04-01,GU_West_1,540882
2017-05-01,GU_West_1,468529
2017-06-01,GU_West_1,305050
2017-07-01,GU_West_1,266385
2017-08-01,GU_West_1,266914
2017-09-01,GU_West_1,325769
2017-10-01,GU_West_1,456629
2017-11-01,GU_West_1,445801
2017-12-01,GU_West_1,458435
2018-01-01,GU_West_1,593357
2018-02-01,GU_West_1,501276
2018-03-01,GU_West_1,673293
2018-04-01,GU_West_1,656481
2018-05-01,GU_West_1,494326
2018-06-01,GU_West_1,414668
2018-07-01,GU_West_1,293761
2018-08-01,GU_West_1,339456
2018-09-01,GU_West_1,361257
2018-10-01,GU_West_1,441258
2018-11-01,GU_West_1,544977
2018-12-01,GU_West_1,550253
2019-01-01,GU_West_1,578596
2019-02-01,GU_West_1,554171
2019-03-01,GU_West_1,700751
2019-04-01,GU_West_1,673683
2019-05-01,GU_West_1,531052
2019-06-01,GU_West_1,396673
2019-07-01,GU_West_1,357948
2019-08-01,GU_West_1,414287
2019-09-01,GU_West_1,361204
2019-10-01,GU_West_1,480629
2019-11-01,GU_West_1,594803
2019-12-01,GU_West_1,655859
2020-01-01,GU_West_1,645422
2020-02-01,GU_West_1,865712
2020-03-01,GU_West_1,821161
2020-04-01,GU_West_1,495558
2020-05-01,GU_West_1,417892
2020-06-01,GU_West_1,307974
2020-07-01,GU_West_1,371759
2020-08-01,GU_West_1,301386
2020-09-01,GU_West_1,401007
2020-10-01,GU_West_1,571524
2020-11-01,GU_West_1,513643
2020-12-01,GU_West_1,614775
2021-01-01,GU_West_1,738807
2021-02-01,GU_West_1,791572
2021-03-01,GU_West_1,784335
2021-04-01,GU_West_1,728858
2021-05-01,GU_West_1,621287
2021-06-01,GU_West_1,430088
2021-07-01,GU_West_1,320259
2021-08-01,GU_West_1,348260
2021-09-01,GU_West_1,471899
2021-10-01,GU_West_1,613631
2021-11-01,GU_West_1,626334
2021-12-01,GU_West_1,755037
2022-01-01,GU_West_1,722626
2022-02-01,GU_West_1,877414
2022-03-01,GU_West_1,1023182
2022-04-01,GU_West_1,857360
2022-05-01,GU_West_1,791730
2022-06-01,GU_West_1,528538
2022-07-01,GU_West_1,473049
2022-08-01,GU_West_1,361632
2022-09-01,GU_West_1,539109
2022-10-01,GU_West_1,609991
2022-11-01,GU_West_1,757057
2022-12-01,GU_West_1,862023
2023-01-01,GU_West_1,959590
2023-02-01,GU_West_1,1050142
2023-03-01,GU_West_1,966525
2023-04-01,GU_West_1,971041
2023-05-01,GU_West_1,837565
2023-06-01,GU_West_1,626747
2023-07-01,GU_West_1,495237
2023-08-01,GU_West_1,531742
2023-09-01,GU_West_1,545788
2023-10-01,GU_West_1,816587
2023-11-01,GU_West_1,823166
2023-12-01,GU_West_1,835801
2024-01-01,GU_West_1,1049474
2024-02-01,GU_West_1,1154256
2024-03-01,GU_West_1,1167235
2024-04-01,GU_West_1,997860
2024-05-01,GU_West_1,913245
2024-06-01,GU_West_1,689884
2024-07-01,GU_West_1,476328
2024-08-01,GU_West_1,504409
2024-09-01,GU_West_1,643459
2024-10-01,GU_West_1,894729
2024-11-01,GU_West_1,992178
2024-12-01,GU_West_1,997523
2025-01-01,GU_West_1,1089347
2025-02-01,GU_West_1,1381929
2025-03-01,GU_West_1,1331926
2025-04-01,GU_West_1,1286252
2025-05-01,GU_West_1,904562
2025-06-01,GU_West_1,752344
2025-07-01,GU_West_1,582524
2025-08-01,GU_West_1,570507
2025-09-01,GU_West_1,681717
2025-10-01,GU_West_1,920279
2025-11-01,GU_West_1,957109
2025-12-01,GU_West_1,1237208
2015-01-01,GU_West_2,424913
2015-02-01,GU_West_2,393433
2015-03-01,GU_West_2,401687
2015-04-01,GU_West_2,330683
2015-05-01,GU_West_2,376982
2015-06-01,GU_West_2,305611
2015-07-01,GU_West_2,211784
2015-08-01,GU_West_2,195443
2015-09-01,GU_West_2,214850
2015-10-01,GU_West_2,308239
2015-11-01,GU_West_2,349507
2015-12-01,GU_West_2,403791
2016-01-01,GU_West_2,414935
2016-02-01,GU_West_2,518821
2016-03-01,GU_West_2,520244
2016-04-01,GU_West_2,466717
2016-05-01,GU_West_2,421212
2016-06-01,GU_West_2,237304
2016-07-01,GU_West_2,248889
2016-08-01,GU_West_2,242485
2016-09-01,GU_West_2,268929
2016-10-01,GU_West_2,396362
2016-11-01,GU_West_2,385794
2016-12-01,GU_West_2,451092
2017-01-01,GU_West_2,540795
2017-02-01,GU_West_2,554451
2017-03-01,GU_West_2,529220
2017-04-01,GU_West_2,466403
2017-05-01,GU_West_2,504083
2017-06-01,GU_West_2,341107
2017-07-01,GU_West_2,258058
2017-08-01,GU_West_2,266034
2017-09-01,GU_West_2,342735
2017-10-01,GU_West_2,384287
2017-11-01,GU_West_2,430107
2017-12-01,GU_West_2,519063
2018-01-01,GU_West_2,558298
2018-02-01,GU_West_2,590537
2018-03-01,GU_West_2,676649
2018-04-01,GU_West_2,615624
2018-05-01,GU_West_2,434223
2018-06-01,GU_West_2,386605
2018-07-01,GU_West_2,359819
2018-08-01,GU_West_2,318319
2018-09-01,GU_West_2,424791
2018-10-01,GU_West_2,476084
2018-11-01,GU_West_2,491700
2018-12-01,GU_West_2,618568
2019-01-01,GU_West_2,620574
2019-02-01,GU_West_2,618310
2019-03-01,GU_West_2,777629
2019-04-01,GU_West_2,741075
2019-05-01,GU_West_2,556825
2019-06-01,GU_West_2,382383
2019-07-01,GU_West_2,308792
2019-08-01,GU_West_2,352867
2019-09-01,GU_West_2,387341
2019-10-01,GU_West_2,505050
2019-11-01,GU_West_2,594676
2019-12-01,GU_West_2,665722
2020-01-01,GU_West_2,726921
2020-02-01,GU_West_2,749670
2020-03-01,GU_West_2,752176
2020-04-01,GU_West_2,394977
2020-05-01,GU_West_2,395062
2020-06-01,GU_West_2,350589
2020-07-01,GU_West_2,327651
2020-08-01,GU_West_2,407742
2020-09-01,GU_West_2,469502
2020-10-01,GU_West_2,577530
2020-11-01,GU_West_2,644421
2020-12-01,GU_West_2,673487
2021-01-01,GU_West_2,797090
2021-02-01,GU_West_2,898151
2021-03-01,GU_West_2,925052
2021-04-01,GU_West_2,711030
2021-05-01,GU_West_2,538577
2021-06-01,GU_West_2,432311
2021-07-01,GU_West_2,399923
2021-08-01,GU_West_2,383323
2021-09-01,GU_West_2,534785
2021-10-01,GU_West_2,581146
2021-11-01,GU_West_2,667155
2021-12-01,GU_West_2,727552
2022-01-01,GU_West_2,713194
2022-02-01,GU_West_2,832200
2022-03-01,GU_West_2,887225
2022-04-01,GU_West_2,793188
2022-05-01,GU_West_2,770623
2022-06-01,GU_West_2,488057
2022-07-01,GU_West_2,383011
2022-08-01,GU_West_2,407992
2022-09-01,GU_West_2,495727
2022-10-01,GU_West_2,623984
2022-11-01,GU_West_2,818338
2022-12-01,GU_West_2,780218
2023-01-01,GU_West_2,1059112
2023-02-01,GU_West_2,1123678
2023-03-01,GU_West_2,1024424
2023-04-01,GU_West_2,920028
2023-05-01,GU_West_2,805194
2023-06-01,GU_West_2,605929
2023-07-01,GU_West_2,434897
2023-08-01,GU_West_2,484674
2023-09-01,GU_West_2,445352
2023-10-01,GU_West_2,670583
2023-11-01,GU_West_2,769197
2023-12-01,GU_West_2,936788
2024-01-01,GU_West_2,1028349
2024-02-01,GU_West_2,1011966
2024-03-01,GU_West_2,1183818
2024-04-01,GU_West_2,987085
2024-05-01,GU_West_2,941878
2024-06-01,GU_West_2,661987
2024-07-01,GU_West_2,617920
2024-08-01,GU_West_2,506531
2024-09-01,GU_West_2,596270
2024-10-01,GU_West_2,830966
2024-11-01,GU_West_2,829370
2024-12-01,GU_West_2,952541
2025-01-01,GU_West_2,1103628
2025-02-01,GU_West_2,1240650
2025-03-01,GU_West_2,1333729
2025-04-01,GU_West_2,1196840
2025-05-01,GU_West_2,927679
2025-06-01,GU_West_2,638258
2025-07-01,GU_West_2,664624
2025-08-01,GU_West_2,596541
2025-09-01,GU_West_2,630872
2025-10-01,GU_West_2,817817
2025-11-01,GU_West_2,1091405
2025-12-01,GU_West_2,1103984
2015-01-01,GU_West_3,413513
2015-02-01,GU_West_3,454467
2015-03-01,GU_West_3,398732
2015-04-01,GU_West_3,390487
2015-05-01,GU_West_3,338844
2015-06-01,GU_West_3,221505
2015-07-01,GU_West_3,230433
2015-08-01,GU_West_3,191489
2015-09-01,GU_West_3,259184
2015-10-01,GU_West_3,310259
2015-11-01,GU_West_3,386613
2015-12-01,GU_West_3,333602
2016-01-01,GU_West_3,485202
2016-02-01,GU_West_3,504535
2016-03-01,GU_West_3,488485
2016-04-01,GU_West_3,473726
2016-05-01,GU_West_3,415883
2016-06-01,GU_West_3,284839
2016-07-01,GU_West_3,241830
2016-08-01,GU_West_3,219599
2016-09-01,GU_West_3,337985
2016-10-01,GU_West_3,395523
2016-11-01,GU_West_3,406479
2016-12-01,GU_West_3,403715
2017-01-01,GU_West_3,545191
2017-02-01,GU_West_3,562578
2017-03-01,GU_West_3,518647
2017-04-01,GU_West_3,506265
2017-05-01,GU_West_3,502344
2017-06-01,GU_West_3,326844
2017-07-01,GU_West_3,294041
2017-08-01,GU_West_3,287285
2017-09-01,GU_West_3,346352
2017-10-01,GU_West_3,372971
2017-11-01,GU_West_3,466296
2017-12-01,GU_West_3,518105
2018-01-01,GU_West_3,568624
2018-02-01,GU_West_3,678198
2018-03-01,GU_West_3,654309
2018-04-01,GU_West_3,613910
2018-05-01,GU_West_3,528790
2018-06-01,GU_West_3,349120
2018-07-01,GU_West_3,278827
2018-08-01,GU_West_3,309702
2018-09-01,GU_West_3,379767
2018-10-01,GU_West_3,489223
2018-11-01,GU_West_3,490695
2018-12-01,GU_West_3,583220
2019-01-01,GU_West_3,621769
2019-02-01,GU_West_3,765625
2019-03-01,GU_West_3,800664
2019-04-01,GU_West_3,622524
2019-05-01,GU_West_3,533944
2019-06-01,GU_West_3,342452
2019-07-01,GU_West_3,364428
2019-08-01,GU_West_3,323747
2019-09-01,GU_West_3,363449
2019-10-01,GU_West_3,475193
2019-11-01,GU_West_3,561832
2019-12-01,GU_West_3,563945
2020-01-01,GU_West_3,580327
2020-02-01,GU_West_3,645388
2020-03-01,GU_West_3,813251
2020-04-01,GU_West_3,425979
2020-05-01,GU_West_3,379091
2020-06-01,GU_West_3,317288
2020-07-01,GU_West_3,402713
2020-08-01,GU_West_3,367921
2020-09-01,GU_West_3,423056
2020-10-01,GU_West_3,555396
2020-11-01,GU_West_3,570920
2020-12-01,GU_West_3,677597
2021-01-01,GU_West_3,671598
2021-02-01,GU_West_3,764230
2021-03-01,GU_West_3,836019
2021-04-01,GU_West_3,621081
2021-05-01,GU_West_3,606747
2021-06-01,GU_West_3,471687
2021-07-01,GU_West_3,474252
2021-08-01,GU_West_3,423455
2021-09-01,GU_West_3,477318
2021-10-01,GU_West_3,545377
2021-11-01,GU_West_3,703199
2021-12-01,GU_West_3,709415
2022-01-01,GU_West_3,805033
2022-02-01,GU_West_3,928155
2022-03-01,GU_West_3,948516
2022-04-01,GU_West_3,822506
2022-05-01,GU_West_3,746840
2022-06-01,GU_West_3,512081
2022-07-01,GU_West_3,536298
2022-08-01,GU_West_3,407565
2022-09-01,GU_West_3,538481
2022-10-01,GU_West_3,690006
2022-11-01,GU_West_3,667424
2022-12-01,GU_West_3,779258
2023-01-01,GU_West_3,958499
2023-02-01,GU_West_3,925606
2023-03-01,GU_West_3,909986
2023-04-01,GU_West_3,891780
2023-05-01,GU_West_3,789641
2023-06-01,GU_West_3,574203
2023-07-01,GU_West_3,553564
2023-08-01,GU_West_3,475368
2023-09-01,GU_West_3,702655
2023-10-01,GU_West_3,794517
2023-11-01,GU_West_3,761510
2023-12-01,GU_West_3,773530
2024-01-01,GU_West_3,930911
2024-02-01,GU_West_3,1139772
2024-03-01,GU_West_3,1233197
2024-04-01,GU_West_3,1103940
2024-05-01,GU_West_3,773182
2024-06-01,GU_West_3,707999
2024-07-01,GU_West_3,567783
2024-08-01,GU_West_3,568807
2024-09-01,GU_West_3,675617
2024-10-01,GU_West_3,934956
2024-11-01,GU_West_3,1061590
2024-12-01,GU_West_3,1025248
2025-01-01,GU_West_3,1059244
2025-02-01,GU_West_3,1331330
2025-03-01,GU_West_3,1202629
2025-04-01,GU_West_3,1341439
2025-05-01,GU_West_3,984469
2025-06-01,GU_West_3,649506
2025-07-01,GU_West_3,610093
2025-08-01,GU_West_3,578416
2025-09-01,GU_West_3,773639
2025-10-01,GU_West_3,841337
2025-11-01,GU_West_3,1108028
2025-12-01,GU_West_3,1146348
